Media ID,Comment ID,Username,Comment Text,Comment Created At
3368628426137262363,17859567378159179,aalltiifff,❤️❤️❤️❤️,2024-05-20 10:22:05+00:00
3368628426137262363,17888206503020041,laroussibenzarti,حسبي الله ونعم الوكيل,2024-05-20 09:18:55+00:00
3368628426137262363,17990761205642255,lryfy6226,❤️,2024-05-20 07:00:22+00:00
3368628426137262363,17970112841710533,hakim_rhioui40,🇲🇦🇵🇸,2024-05-19 21:24:05+00:00
3368628426137262363,17996459768419207,po223op,اللهم انصر إخواننا في غزة وفرج عنهم,2024-05-19 20:46:35+00:00
3368628426137262363,17848903257210970,sinu_wayt8706,😭,2024-05-19 19:56:30+00:00
3368628426137262363,18095765953423526,nadimuddinnadim,ALLAH HU AKBAR,2024-05-19 19:45:39+00:00
3368628426137262363,18025221772938966,sadab.ahmed.3950,السلام علیکم,2024-05-19 18:29:29+00:00
3368628426137262363,18233038765258959,9371.saleh,اللهم كن في عون اخوننا في فلسطين يارب العالمين 🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2024-05-19 16:12:36+00:00
3368628426137262363,18008567717241650,vildan_meryem,I am making a comment. My comment contains three sentences. Because I heard comment with three sentences helps to spread the video.,2024-05-19 13:49:23+00:00
3368628426137262363,18024137453153539,vildan_meryem,Five or more words for the alghoritm,2024-05-19 13:49:00+00:00
3368628426137262363,17959753937759546,vildan_meryem,Five words for the alghoritm,2024-05-19 13:48:52+00:00
3368628426137262363,17942236946712407,yko_58,اتمنه ترد عليه خاص,2024-05-19 11:39:23+00:00
3368628426137262363,18026254597918000,blue_sky7339,Fa Allahu khairul hafizun🤲,2024-05-19 10:39:50+00:00
3368628426137262363,17914355282937260,nasruddin2685,💔💔🖤😭,2024-05-19 10:23:40+00:00
3368628426137262363,17890415406019740,ailey_officiel,💔🤲,2024-05-19 08:32:25+00:00
3368628426137262363,17935491995747061,abubakar_afridi12,May Allah Protect All Muslim Brothers Sisters Ameen🙌❤️😢💔🥺,2024-05-19 08:18:45+00:00
3368628426137262363,18086462212451268,islamic_stutus_786_hafizi,🔥🔥😍,2024-05-19 03:34:20+00:00
3368628426137262363,18134876731329374,rzqkrymh,فلسطين دولة عربية حرة وعاصمتها القدس الشريف وابطالها المقاومة والمجاهدين,2024-05-18 23:42:47+00:00
3368628426137262363,18031443811995761,3abu_ahme7d,كيف احب هذا الطفل قسم بالله ، ربي يرزقني زياره إلى عنده,2024-05-18 23:03:31+00:00
3368628426137262363,18049964713631428,majidaalhunaity,الله يحفظكم من كل شر يارب,2024-05-18 22:16:29+00:00
3368628426137262363,18009250172423183,the_dreem_killer_95,💔,2024-05-18 16:47:35+00:00
3368628426137262363,17876860131076100,liyakhath__5,Ya Allah Palestine and Gaza and Sudaan and Rafah k logon ki madad Farma Aameen 🙌🙌🙌🙌🙌🙌🙌🙌,2024-05-18 16:05:16+00:00
